experiment,unique_id,age,gender,stimulus_identity_condition,experiment_condition,completeness_acquisition_training,completeness_acquisition_testing,completeness_extinction_training,completeness_extinction_testing,complete_iat_data,mean_correct_acquisition_training,mean_correct_acquisition_testing,mean_correct_extinction_training,mean_correct_extinction_testing,passed_performance_criterion_acquisition_training,passed_performance_criterion_acquisition_testing,passed_performance_criterion_extinction_training,passed_performance_criterion_extinction_testing,passed_iat_performance,self_reported_OEC_effect,self_reported_OEC_effect_controlling_stimulus_identity,self_reported_IR_effect,self_reported_IR_effect_controlling_stimulus_identity,IAT_D2,IAT_D2_controlling_stimulus_identity,behavioral_intentions_OEC,behavioral_intentions_OEC_controlling_stimulus_identity,behavioral_intentions_IR,behavioral_intentions_IR_controlling_stimulus_identity,task_order,iat_block_order,demand_response,reactance_response_1,reactance_response_2,confidence_stim_1,confidence_stim_2,confidence_stim_3,confidence_stim_4,believability_response_1,believability_response_2
2,2_90,41,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.7,0.5,0.6,0.75,FALSE,FALSE,FALSE,TRUE,TRUE,0,-0,-1,1,0.2386823083272145,-0.2386823083272145,idontknow,idontknow,brand_A,brand_B,Explicits First,learning_inconsistent_first,Not Demand Compliant,yes,3,0,0,0,0,no,NA
2,2_83,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,0.6,0.625,NA,NA,FALSE,FALSE,NA,NA,TRUE,-0.75,0.75,0.75,-0.75,-0.2134255641092989,0.2134255641092989,both,both,brand_A,brand_B,Implicits First,learning_consistent_first,Not Demand Compliant,yes,1,0,1,2,0,yes,3
2,2_52,23,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,0.95,0.875,NA,NA,TRUE,TRUE,NA,NA,TRUE,-1,1,0,-0,-0.5023500604156216,0.5023500604156216,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,5,5,5,5,5,yes,3
2,2_81,33,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,0.95,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,0,-0,0,-0,0.03781515905980535,-0.03781515905980535,neither,neither,neither,neither,Explicits First,learning_consistent_first,Not Demand Compliant,yes,5,3,3,3,3,no,NA
2,2_84,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,0.85,0.75,NA,NA,TRUE,TRUE,NA,NA,TRUE,-6.75,6.75,0.25,-0.25,0.30732790925277886,-0.30732790925277886,brand_B,brand_A,both,both,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,5,4,0,4,0,no,NA
2,2_27,20,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.9,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-3.75,3.75,-3,3,0.452552975745723,-0.452552975745723,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,no,NA,2,2,2,2,yes,5
2,2_28,35,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,NA,0.95,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_25,28,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-9.5,9.5,0,-0,-0.05172612288066228,0.05172612288066228,brand_B,brand_A,both,both,Explicits First,learning_consistent_first,Not Demand Compliant,no,NA,2,0,4,0,no,NA
2,2_19,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-4,4,-0.25,0.25,0.21351748605247461,-0.21351748605247461,brand_B,brand_A,neither,neither,Implicits First,learning_consistent_first,Not Demand Compliant,yes,1,5,3,5,4,yes,2
2,2_26,33,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,partial,NA,NA,NA,NA,0.4,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_159,25,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,0.95,1,TRUE,TRUE,TRUE,TRUE,TRUE,-1.75,1.75,0,-0,0.2152993673346802,-0.2152993673346802,both,both,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,yes,1,3,2,3,2,no,NA
2,2_158,19,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-7.75,7.75,0.75,-0.75,-0.02584975447457727,0.02584975447457727,brand_B,brand_A,both,both,Explicits First,learning_inconsistent_first,Not Demand Compliant,yes,3,2,3,0,3,yes,5
2,2_152,18,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,0.75,NA,NA,TRUE,TRUE,NA,NA,TRUE,0.5,-0.5,-4.25,4.25,-0.8206149242079585,0.8206149242079585,both,both,brand_B,brand_A,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,7,2,2,2,3,no,NA
2,2_157,32,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,0.875,0.95,0.625,TRUE,TRUE,TRUE,FALSE,FALSE,-8.5,8.5,-6.75,6.75,0.13023078007828526,-0.13023078007828526,brand_B,brand_A,brand_B,brand_A,Explicits First,learning_consistent_first,Demand Compliant,yes,4,5,5,5,5,no,NA
2,2_149,23,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-10,10,-1,1,0.27988963086025126,-0.27988963086025126,brand_B,brand_A,brand_B,brand_A,Explicits First,learning_consistent_first,Demand Compliant,no,NA,5,5,5,5,yes,1
2,2_151,39,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-10,10,-10,10,-0.8019292152955136,0.8019292152955136,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,yes,3,5,5,5,5,no,NA
2,2_119,34,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,0.75,NA,NA,TRUE,TRUE,NA,NA,TRUE,0,-0,0,-0,-0.1743727580878236,0.1743727580878236,neither,neither,neither,neither,Implicits First,learning_consistent_first,Not Demand Compliant,no,NA,5,5,5,5,no,NA
2,2_126,37,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,-2,2,-2,2,-0.2893201197757401,0.2893201197757401,both,both,both,both,Explicits First,learning_inconsistent_first,Not Demand Compliant,yes,6,0,0,0,0,no,NA
2,2_127,22,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-7,7,-3.75,3.75,-0.21994253708986833,0.21994253708986833,brand_B,brand_A,both,both,Implicits First,learning_consistent_first,Not Demand Compliant,yes,1,4,2,4,3,yes,3
2,2_117,40,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-1,1,0,-0,-0.47238843203264336,0.47238843203264336,brand_B,brand_A,brand_B,brand_A,Explicits First,learning_consistent_first,Not Demand Compliant,yes,5,0,1,2,1,yes,6
2,2_125,29,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.6,0.125,1,0.75,FALSE,FALSE,TRUE,TRUE,FALSE,-4,4,-3.75,3.75,0.26482975435882167,-0.26482975435882167,brand_A,brand_B,brand_B,brand_A,Explicits First,learning_consistent_first,Not Demand Compliant,yes,3,4,4,4,4,no,NA
2,2_96,43,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.95,0.75,1,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,-5.25,5.25,0,-0,0.14936943633094724,-0.14936943633094724,idontknow,idontknow,both,both,Implicits First,learning_inconsistent_first,Not Demand Compliant,no,NA,0,0,0,0,yes,5
2,2_88,25,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,0.95,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-10,10,-7.5,7.5,-0.2746688687251615,0.2746688687251615,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,2,5,5,5,5,no,NA
2,2_95,25,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-7.75,7.75,-1,1,-0.1024445336388855,0.1024445336388855,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,yes,5,2,-1,2,-1,no,NA
2,2_64,42,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.8,0,0.75,0.75,TRUE,FALSE,TRUE,TRUE,TRUE,-10,10,0,-0,0.4210190398262701,-0.4210190398262701,brand_B,brand_A,neither,neither,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,3,3,-2,5,-2,no,NA
2,2_21,22,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-6,6,0,-0,-0.5499274322847122,0.5499274322847122,brand_B,brand_A,brand_A,brand_B,Explicits First,learning_consistent_first,Not Demand Compliant,yes,5,4,2,4,2,no,NA
2,2_63,18,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,-10,10,-10,10,-0.17881757725753858,0.17881757725753858,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,no,NA,5,5,5,5,yes,5
2,2_56,32,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-8,8,8,-8,0.5984184124088223,-0.5984184124088223,brand_B,brand_A,brand_A,brand_B,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,5,5,5,5,4,yes,5
2,2_55,30,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,0.75,NA,NA,TRUE,TRUE,NA,NA,TRUE,-10,10,-1.25,1.25,0.329903908448017,-0.329903908448017,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_consistent_first,Not Demand Compliant,yes,1,5,-3,5,2,no,NA
2,2_53,28,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,-1,1,0,-0,-0.6035710944817898,0.6035710944817898,idontknow,idontknow,both,both,Explicits First,learning_consistent_first,Not Demand Compliant,yes,5,5,5,5,5,no,NA
2,2_32,22,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,1,1,1,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,-10,10,-6.5,6.5,-0.5630827567581604,0.5630827567581604,brand_B,brand_A,brand_B,brand_A,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,3,5,4,5,4,no,NA
2,2_29,21,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_and_extinction,complete,complete,complete,complete,complete,0.95,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,-6.25,6.25,-4,4,0.4390012069921452,-0.4390012069921452,brand_B,brand_A,brand_B,brand_A,Explicits First,learning_consistent_first,Not Demand Compliant,yes,5,5,4,3,4,yes,8
2,2_24,28,F,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,0,-0,0,-0,0.8778425838227701,-0.8778425838227701,brand_B,brand_A,idontknow,idontknow,Implicits First,learning_inconsistent_first,Not Demand Compliant,yes,1,0,0,0,0,no,NA
2,2_22,41,M,Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good,acquisition_only,complete,complete,NA,NA,complete,1,1,NA,NA,TRUE,TRUE,NA,NA,TRUE,1,-1,0,-0,-0.30615490001063334,0.30615490001063334,both,both,both,both,Explicits First,learning_inconsistent_first,Not Demand Compliant,yes,3,5,5,5,5,no,NA
2,2_35,29,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_41,30,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_61,35,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_75,25,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2_143,35,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
